strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd
mWHVOx,Phenacomys intermedius,Western Heather Vole,42636,Phenacomys intermedius,Western Heather Vole,LC,stable
mWIBOx,Sus scrofa,Wild Boar,41775,Sus scrofa,Wild Boar,LC,unknown
mWIMAx,Trichechus manatus,West Indian Manatee,22103,Trichechus manatus,American Manatee,VU,decreasing
mWJMOx,Napaeozapus insignis,Woodland Jumping Mouse,42612,Napaeozapus insignis,Woodland Jumping Mouse,LC,stable
mWOLVx,Gulo gulo,Wolverine,9561,Gulo gulo,Wolverine,LC,decreasing
mWOODx,Marmota monax,Woodchuck,42458,Marmota monax,Woodchuck,LC,stable
mWOVOx,Microtus pinetorum,Woodland Vole,42633,Microtus pinetorum,Woodland Vole,LC,stable
mWPGOx,Thomomys mazama,Western Pocket Gopher,21810,Thomomys mazama,Western Pocket Gopher,LC,decreasing
mWRBAx,Lasiurus blossevillii,Western Red Bat,88151055,Lasiurus blossevillii,Southern Red Bat,LC,unknown
mWRBVx,Myodes californicus,Western Red-backed Vole,42616,Myodes californicus,Western Red-backed Vole,LC,stable
mWSFMx,Myotis ciliolabrum,Western Small-footed Myotis,14153,Myotis ciliolabrum,Western Small-footed Myotis,LC,stable
mWSJAx,Lepus callotis,White-sided Jackrabbit,11792,Lepus callotis,White-sided Jackrabbit,NT,decreasing
mWSSKx,Spilogale gracilis,Western Spotted Skunk,136797,Spilogale gracilis,Western Spotted Skunk,LC,decreasing
mWTASx,Ammospermophilus leucurus,White-tailed Antelope Squirrel,42452,Ammospermophilus leucurus,White-tailed Antelope Squirrel,LC,stable
mWTDEx,Odocoileus virginianus,White-tailed Deer,42394,Odocoileus virginianus,White-tailed Deer,LC,stable
mWTHWx,Neotoma albigula,White-throated Woodrat,14582,Neotoma albigula,White-throated Woodrat,LC,stable
mWTJAx,Lepus townsendii,White-tailed Jackrabbit,41288,Lepus townsendii,White-tailed Jackrabbit,LC,decreasing
mWTPDx,Cynomys leucurus,White-tailed Prairie Dog,42454,Cynomys leucurus,White-tailed Prairie Dog,LC,decreasing
mWTWOx,Neotoma leucodon,White-toothed Woodrat,136793,Neotoma leucodon,White-toothed Woodrat,LC,stable
mWYBAx,Lasiurus xanthinus,Western Yellow Bat,41532,Lasiurus xanthinus,Western Yellow Bat,LC,stable
mWYGOx,Thomomys clusius,Wyoming Pocket Gopher,42595,Thomomys clusius,Wyoming Pocket Gopher,LC,unknown
mWYSQx,Urocitellus elegans,Wyoming Ground Squirrel,42467,Urocitellus elegans,Wyoming Ground Squirrel,LC,unknown
mYCCHx,Tamias ochrogenys,Yellow-cheeked Chipmunk,42573,Neotamias ochrogenys,Yellow-cheeked Chipmunk,LC,stable
mYEMAx,Marmota flaviventris,Yellow-bellied Marmot,42457,Marmota flaviventris,Yellow-bellied Marmot,LC,stable
mYFPGx,Cratogeomys castanops,Yellow-faced Pocket Gopher,16025,Cratogeomys castanops,Yellow-faced Pocket Gopher,LC,stable
mYNCRx,Sigmodon ochrognathus,Yellow-nosed Cotton Rat,20217,Sigmodon ochrognathus,Yellow-nosed Cotton Rat,LC,unknown
mYPCHx,Tamias amoenus,Yellow-pine Chipmunk,42569,Neotamias amoenus,Yellow-pine Chipmunk,LC,stable
mYUMYx,Myotis yumanensis,Yuma Myotis,14213,Myotis yumanensis,Yuma Myotis,LC,stable
rALTUx,Graptemys pulchra,Alabama Map Turtle,170494,Graptemys pulchra,Alabama Map Turtle,NT,unknown
rAMALx,Alligator mississippiensis,American Alligator,46583,Alligator mississippiensis,American Alligator,LR/lc,
rANLIx,Xantusia arizonae,Arizona Night Lizard,64361,Xantusia arizonae,Arizona Night Lizard,LC,stable
rAQGAx,Thamnophis atratus,Aquatic Gartersnake,63970,Thamnophis atratus,Pacific Coast Aquatic Garter Snake,LC,stable
rARBCx,Pseudemys alabamensis,Alabama Red-bellied Cooter,18458,Pseudemys alabamensis,Alabama Red-bellied Cooter,EN,
rASTUx,Macrochelys temminckii,Alligator Snapping Turtle,12589,Macrochelys temminckii,Alligator Snapping Turtle,VU,
rASWHx,Aspidoscelis arizonae,Arizona Striped Whiptail,64249,Aspidoscelis arizonae,Arizona Striped Whiptail,NT,stable
rAZTUx,Kinosternon arizonense,Arizona Mud Turtle,63666,Kinosternon arizonense,Arizona Mud Turtle,LC,stable
rBARAx,Pantherophis bairdi,Baird's Ratsnake,63860,Pantherophis bairdi,Baird's Rat Snake,LC,stable
rBCBLx,Urosaurus nigricaudus,Baja California Brush Lizard,64173,Urosaurus nigricaudus,Baja California Brush Lizard,LC,stable
rBCCLx,Crotaphytus vestigium,Baja California Collared Lizard,64013,Crotaphytus vestigium,Baja California Collared Lizard,LC,stable
rBCRAx,Bogertophis rosaliae,Baja California Ratsnake,63736,Bogertophis rosaliae,Baja California Rat Snake,LC,stable
rBHLIx,Phrynosoma blainvillii,Blainville's Horned Lizard,64073,Phrynosoma coronatum,Blainville Horned Lizard,LC,decreasing
rBHSKx,Plestiodon laticeps,Broad-headed Skink,64231,Plestiodon laticeps,Broad-headed Skink,LC,stable
rBKMTx,Graptemys nigrinoda,Black-knobbed Map Turtle,9502,Graptemys nigrinoda,Black-knobbed Sawback,LC,stable
rBLSSx,Seminatrix pygaea,Black Swampsnake,63916,Liodytes pygaea,Black Swamp Snake,LC,stable
rBMTUx,Graptemys barbouri,Barbour's Map Turtle,9496,Graptemys barbouri,Barbour's Map Turtle,VU,decreasing
rBNGAx,Thamnophis cyrtopsis,Black-necked Gartersnake,63975,Thamnophis cyrtopsis,Black-necked Gartersnake,LC,stable
rBNLIx,Xantusia bezyi,Bezy's Night Lizard,64362,Xantusia bezyi,Bezy's Night Lizard,LC,unknown
rBNLLx,Gambelia sila,Blunt-nosed Leopard Lizard,40690,Gambelia sila,Blunt-nosed Leopard Lizard,EN,decreasing
rBOTUx,Glyptemys muhlenbergii,Bog Turtle,4967,Glyptemys muhlenbergii,Bog Turtle,CR,unknown
rBRLIx,Petrosaurus mearnsi,Banded Rock Lizard,64067,Petrosaurus mearnsi,Banded Rock Lizard,LC,stable
rBRVWx,Nerodia harteri,Brazos River Watersnake,62238,Nerodia harteri,Brazos River Watersnake,NT,stable
rBRWAx,Nerodia taxispilota,Brown Watersnake,63857,Nerodia taxispilota,Brown Water Snake,LC,stable
rBTRAx,Crotalus molossus,Black-tailed Rattlesnake,64324,Crotalus molossus,Black-tailed Rattlesnake,LC,stable
rBTURx,Emydoidea blandingii,Blanding's Turtle,7709,Emydoidea blandingii,Blanding's Turtle,EN,decreasing
rBUGAx,Thamnophis butleri,Butler's Gartersnake,63972,Thamnophis butleri,Butler's Garter Snake,LC,stable
rCAISx,Drymarchon melanurus,Central American Indigo Snake,63774,Drymarchon melanurus,Western Indigo Snake,LC,stable
rCALIx,Sceloporus merriami,Canyon Lizard,64126,Sceloporus merriami,Canyon Lizard,LC,stable
rCBHSx,Tantilla wilcoxi,Chihuahuan Black-headed Snake,63965,Tantilla wilcoxi,Chihuahuan Black-headed Snake,LC,stable
rCCHUx,Sauromalus ater,Common Chuckwalla,64054,Sauromalus ater,Northern Chuckwalla,LC,stable
rCCHWx,Aspidoscelis neotesselata,Colorado Checkered Whiptail,64279,Aspidoscelis neotesselata,Triploid Checkered Whiptail,NT,decreasing
rCCWHx,Aspidoscelis tesselata,Common Checkered Whiptail,64289,Aspidoscelis tesselata,Diploid Checkered Whiptail,LC,stable
rCDFLx,Uma notata,Colorado Desert Fringe-toed Lizard,64163,Uma notata,Colorado Desert Fringe-toed Lizard,NT,decreasing
rCFLSx,Plestiodon fasciatus,Common Five-lined Skink,64227,Plestiodon fasciatus,Common Five-lined Skink,LC,stable
rCFTLx,Uma inornata,Coachella Fringe-toed Lizard,22727,Uma inornata,Coachella Valley Fringe-toed Lizard,EN,decreasing
rCHGAx,Thamnophis marcianus,Checkered Gartersnake,198521,Thamnophis marcianus,Checkered Garter Snake,LC,unknown
rCHNSx,Gyalopion canum,Chihuahuan Hook-nosed Snake,63817,Gyalopion canum,Chihuahuan Hook-nosed Snake,LC,stable
rCKINx,Lampropeltis getula,Common Kingsnake,63828,Lampropeltis getula,Common Kingsnake,LC,stable
rCLELx,Holbrookia maculata,Common Lesser Earless Lizard,64065,Holbrookia maculata,Lesser Earless Lizard,LC,stable
rCLIZx,Anniella pulchra,California Legless Lizard,62227,Anniella pulchra,Black Legless Lizard,LC,decreasing
rCLLIx,Gambelia copeii,Cope's Leopard Lizard,64014,Gambelia copeii,Long-nosed Leopard Lizard,LC,decreasing
rCLSLx,Sceloporus clarkii,Clark's Spiny Lizard,64095,Sceloporus clarkii,Clark's Spiny Lizard,LC,stable
rCMKIx,Lampropeltis zonata,California Mountain Kingsnake,63834,Lampropeltis zonata,California Mountain Kingsnake,LC,decreasing
rCMTUx,Graptemys caglei,Cagle's Map Turtle,9497,Graptemys caglei,Cagle's Map Turtle,EN,decreasing
rCOGAx,Thamnophis sirtalis,Common Gartersnake,62240,Thamnophis sirtalis,Common Gartersnake,LC,stable
rCOPPx,Agkistrodon contortrix,Copperhead,64297,Agkistrodon contortrix,Northern Copperhead,LC,stable
rCOSKx,Plestiodon anthracinus,Coal Skink,64220,Plestiodon anthracinus,Coal Skink,LC,stable
rCOSLx,Sceloporus graciosus,Common Sagebrush Lizard,64106,Sceloporus graciosus,Common Sagebrush Lizard,LC,stable
rCOTTx,Agkistrodon piscivorus,Cottonmouth,64298,Agkistrodon piscivorus,Cottonmouth,LC,stable
rCOWAx,Nerodia paucimaculata,Concho Watersnake,14631,Nerodia paucimaculata,Concho Water Snake,NT,stable
rCROCx,Crocodylus acutus,American Crocodile,5659,Crocodylus acutus,American Crocodile,VU,increasing
rCRSLx,Sceloporus poinsettii,Crevice Spiny Lizard,64138,Sceloporus poinsettii,Crevice Spiny Lizard,LC,stable
rCSBLx,Uta stansburiana,Common Side-blotched Lizard,64180,Uta stansburiana,Common Side-blotched Lizard,LC,stable
rCSPWx,Aspidoscelis gularis,Common Spotted Whiptail,64267,Aspidoscelis gularis,Eastern Spotted Whiptail,LC,stable
rCSWHx,Aspidoscelis burti,Canyon Spotted Whiptail,64251,Aspidoscelis burti,Canyon Spotted Whiptail,LC,stable
rCWHIx,Aspidoscelis exsanguis,Chihuahuan Spotted Whiptail,64264,Aspidoscelis exsanguis,Chihuahuan Spotted Whiptail,LC,stable
rDBTEx,Malaclemys terrapin,Diamond-backed Terrapin,12695,Malaclemys terrapin,Diamondback Terrapin,LR/nt,
rDBWAx,Nerodia rhombifer,Diamond-backed Watersnake,63856,Nerodia rhombifer,Diamond-backed Watersnake,LC,stable
rDEBRx,Storeria dekayi,Dekay's Brownsnake,63928,Storeria dekayi,Brown Snake,LC,stable
rDEIGx,Dipsosaurus dorsalis,Desert Iguana,64053,Dipsosaurus dorsalis,Common Desert Iguana,LC,stable
rDETOx,Gopherus agassizii,Desert Tortoise,9400,Gopherus agassizii,Mojave Desert Tortoise,VU,
rDGWHx,Aspidoscelis uniparens,Desert Grassland Whiptail,64291,Aspidoscelis uniparens,Desert Grassland Whiptail,LC,stable
rDHLIx,Phrynosoma platyrhinos,Desert Horned Lizard,64080,Phrynosoma platyrhinos,Desert Horned Lizard,LC,stable
rDNLIx,Xantusia vigilis,Desert Night Lizard,64368,Xantusia vigilis,Desert Night Lizard,LC,stable
rDSALx,Sceloporus arenicolus,Dunes Sagebrush Lizard,64087,Sceloporus arenicolus,Dunes Sagebrush Lizard,VU,decreasing
rDSLIx,Sceloporus magister,Desert Spiny Lizard,64123,Sceloporus magister,Desert Spiny Lizard,LC,stable
rEAFOx,Pantherophis gloydi,Eastern Foxsnake,63862,Pantherophis gloydi,Eastern Fox Snake,NT,decreasing
rEARAx,Pantherophis alleghaniensis,Eastern Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable
rEARIx,Thamnophis sauritus,Eastern Ribbonsnake,63991,Thamnophis sauritus,Eastern Ribbon Snake,LC,stable
rEBTUx,Terrapene carolina,Eastern Box Turtle,21641,Terrapene carolina,Eastern Box Turtle,VU,decreasing
rECLIx,Crotaphytus collaris,Eastern Collared Lizard,64007,Crotaphytus collaris,Eastern Collared Lizard,LC,stable
rEDBRx,Crotalus adamanteus,Eastern Diamond-backed Rattlesnake,64308,Crotalus adamanteus,Eastern Diamond-backed Rattlesnake,LC,decreasing
rEELIx,Holbrookia elegans,Elegant Earless Lizard,64063,Holbrookia elegans,Elegant Earless Lizard,LC,stable
rEFLIx,Sceloporus undulatus,Eastern Fence Lizard,64156,Sceloporus undulatus,Eastern Fence Lizard,LC,stable
rEGLIx,Ophisaurus ventralis,Eastern Glass Lizard,63721,Ophisaurus ventralis,Eastern Glass Lizard,LC,stable
rEHNSx,Heterodon platirhinos,Eastern Hog-nosed Snake,63820,Heterodon platirhinos,Eastern Hog-nosed Snake,LC,stable
rEISNx,Drymarchon couperi,Eastern Indigo Snake,63773,Drymarchon couperi,Eastern Indigo Snake,LC,decreasing
rEMDTx,Kinosternon subrubrum,Eastern Mud Turtle,163435,Kinosternon subrubrum,Eastern Mud Turtle,LC,unknown
rEMSTx,Sternotherus odoratus,Eastern Musk Turtle,163450,Sternotherus odoratus,Eastern Musk Turtle,LC,stable
rEMTUx,Graptemys ernsti,Escambia Map Turtle,9500,Graptemys ernsti,Escambia Map Turtle,NT,decreasing
rEPNSx,Salvadora grahamiae,Eastern Patch-nosed Snake,63911,Salvadora grahamiae,Eastern Patch-nosed Snake,LC,stable
rEWSNx,Carphophis amoenus,Eastern Wormsnake,63738,Carphophis amoenus,Eastern Worm Snake,LC,stable
rFCSNx,Tantilla relicta,Florida Crowned Snake,63956,Tantilla relicta,Florida Crowned Snake,LC,stable
rFGWAx,Nerodia floridana,Florida Green Watersnake,63855,Nerodia floridana,Florida Green Water Snake,LC,stable
rFHSNx,Tantilla gracilis,Flat-headed Snake,63946,Tantilla gracilis,Flathead Snake,LC,decreasing
rFLMTx,Sternotherus depressus,Flattened Musk Turtle,20824,Sternotherus depressus,Flattened Musk Turtle,CR,decreasing
rFLSKx,Plestiodon tetragrammus,Four-lined Skink,64241,Plestiodon tetragrammus,Four-lined Skink,LC,stable
rFLSOx,Apalone ferox,Florida Softshell,165597,Apalone ferox,Florida Softshell Turtle,LC,unknown
rFLWOx,Rhineura floridana,Florida Wormlizard,64219,Rhineura floridana,Florida Worm Lizard,LC,stable
rFMTUx,Graptemys pseudogeographica,False Map Turtle,165600,Graptemys pseudogeographica,Mississippi Map Turtle,LC,unknown
rFRBCx,Pseudemys nelsoni,Florida Red-bellied Cooter,170495,Pseudemys nelsoni,Florida Red-bellied Cooter,LC,stable
rFSLIx,Sceloporus woodi,Florida Scrub Lizard,64160,Sceloporus woodi,Florida Scrub Lizard,NT,decreasing
rFSSKx,Plestiodon reynoldsi,Florida Sand Skink,14564,Plestiodon reynoldsi,Florida Sand Skink,VU,decreasing
rFTHLx,Phrynosoma mcallii,Flat-tailed Horned Lizard,64077,Phrynosoma mcallii,Flat-tailed Horned Lizard,NT,decreasing
rGBCLx,Crotaphytus bicinctores,Great Basin Collared Lizard,64006,Crotaphytus bicinctores,Great Basin Collared Lizard,LC,stable
rGBKIx,Lampropeltis alterna,Gray-banded Kingsnake,63825,Lampropeltis alterna,Gray-banded Kingsnake,LC,stable
rGCRSx,Regina rigida,Glossy Crayfish Snake,63886,Liodytes rigida,Crayfish Snake,LC,stable
rGCSNx,Regina grahamii,Graham's Crayfish Snake,63885,Regina grahamii,Graham's Crayfish Snake,LC,unknown
rGCWHx,Aspidoscelis dixoni,Gray Checkered Whiptail,64262,Aspidoscelis dixoni,Gray-checkered Whiptail,NT,stable
rGELIx,Cophosaurus texanus,Greater Earless Lizard,64062,Cophosaurus texanus,Greater Earless Lizard,LC,stable
rGIGAx,Thamnophis gigas,Giant Gartersnake,21706,Thamnophis gigas,Giant Garter Snake,VU,decreasing
rGIMOx,Heloderma suspectum,Gila Monster,9865,Heloderma suspectum,Gila Monster,NT,decreasing
rGISKx,Plestiodon gilberti,Gilbert's Skink,64228,Plestiodon gilberti,Gilbert's Skink,LC,stable
rGLSNx,Arizona elegans,Glossy Snake,63734,Arizona elegans,Glossy Snake,LC,stable
rGLSWx,Aspidoscelis flagellicauda,Gila Spotted Whiptail,64265,Aspidoscelis flagellicauda,Gila Spotted Whiptail,LC,stable
rGNLIx,Xantusia henshawi,Granite Night Lizard,64366,Xantusia henshawi,Henshaw's Night Lizard,LC,stable
rGNRAx,Senticolis triaspis,Green Ratsnake,190631,Senticolis triaspis,Green Rat Snake,LC,stable
rGNSLx,Sceloporus orcutti,Granite Spiny Lizard,64134,Sceloporus orcutti,Granite Spiny Lizard,LC,stable
rGOPHx,Pituophis catenifer,Gophersnake,63869,Pituophis catenifer,Gopher Snake,LC,stable
rGOTOx,Gopherus polyphemus,Gopher Tortoise,9403,Gopherus polyphemus,Gopher Tortoise,VU,
rGPRAx,Pantherophis emoryi,Great Plains Ratsnake,63861,Pantherophis emoryi,Great Plains Rat Snake,LC,stable
rGPSKx,Plestiodon obsoletus,Great Plains Skink,64235,Plestiodon obsoletus,Great Plains Skink,LC,stable
rGPSLx,Sceloporus grammicus,Graphic Spiny Lizard,64107,Sceloporus grammicus,Graphic Spiny Lizard,LC,stable
rGRANx,Anolis carolinensis,Green Anole,64188,Anolis carolinensis,Green Anole,LC,stable
rGRRAx,Pantherophis spiloides,Gray Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable
rGSHLx,Phrynosoma hernandesi,Greater Short-horned Lizard,64076,Phrynosoma hernandesi,Greater Short-horned Lizard,LC,stable
rGSTUx,Chelonia mydas,Green Sea Turtle,4615,Chelonia mydas,Green Turtle,EN,decreasing
rHACOx,Micrurus fulvius,Harlequin Coralsnake,64025,Micrurus fulvius,Eastern Coral Snake,LC,stable
rHSTUx,Eretmochelys imbricata,Hawksbill Sea Turtle,8005,Eretmochelys imbricata,Hawksbill Turtle,CR,decreasing
rIGLIx,Ophisaurus compressus,Island Glass Lizard,63718,Ophisaurus compressus,Island Glass Lizard,LC,decreasing
rINLIx,Xantusia riversiana,Island Night Lizard,23095,Xantusia riversiana,Island Night Lizard,LC,stable
rKELIx,Holbrookia propinqua,Keeled Earless Lizard,64066,Holbrookia propinqua,Keeled Earless Lizard,LC,stable
rKISNx,Clonophis kirtlandii,Kirtland's Snake,63747,Clonophis kirtlandii,Kirtland's Snake,NT,decreasing
rKRSTx,Lepidochelys kempii,Kemp's Ridley Sea Turtle,11533,Lepidochelys kempii,Kemp's Ridley,CR,
rLASWx,Aspidoscelis laredoensis,Laredo Striped Whiptail,64272,Aspidoscelis laredoensis,Laredo Striped Whiptail,LC,stable
rLBSKx,Scincella lateralis,Little Brown Skink,64245,Scincella lateralis,Little Brown Skink,LC,stable
rLEATx,Dermochelys coriacea,Leatherback Sea Turtle,6494,Dermochelys coriacea,Leatherback,VU,decreasing
rLISNx,Tropidoclonion lineatum,Lined Snake,63998,Tropidoclonion lineatum,Lined Snake,LC,stable
rLISWx,Aspidoscelis inornata,Little Striped Whiptail,64270,Aspidoscelis inornata,Little Striped Whiptail,LC,decreasing
rLMTUx,Sternotherus minor,Loggerhead Musk Turtle,170493,Sternotherus minor,Loggerhead Musk Turtle,LC,unknown
rLNLLx,Gambelia wislizenii,Long-nosed Leopard Lizard,64015,Gambelia wislizenii,Long-nosed Leopard Lizard,LC,stable
rLNSNx,Rhinocheilus lecontei,Long-nosed Snake,63909,Rhinocheilus lecontei,Long-nosed Snake,LC,stable
rLOGTx,Caretta caretta,Loggerhead Sea Turtle,3897,Caretta caretta,Loggerhead Turtle,VU,decreasing
rLOPIx,Pituophis ruthveni,Louisiana Pinesnake,63874,Pituophis ruthveni,Louisiana Pine Snake,EN,decreasing
rLTBLx,Urosaurus graciosus,Long-tailed Brush Lizard,64171,Urosaurus graciosus,Long-tailed Brush Lizard,LC,stable
rLWWHx,Aspidoscelis gypsi,Little White Whiptail,64269,Aspidoscelis gypsi,Little White Whiptail,VU,stable
rMALIx,Elgaria kingii,Madrean Alligator Lizard,63702,Elgaria kingii,Madrean Alligator Lizard,LC,stable
rMASSx,Sistrurus catenatus,Massasauga,64346,Sistrurus catenatus,Massasauga,LC,unknown
rMBHSx,Tantilla atriceps,Mexican Black-headed Snake,63935,Tantilla atriceps,Mexican Black-headed Snake,LC,stable
rMEGAx,Thamnophis eques,Mexican Gartersnake,63977,Thamnophis eques,Mexican Garter Snake,LC,stable
rMFTLx,Uma scoparia,Mohave Fringe-toed Lizard,64166,Uma scoparia,Mojave Fringe-toed Lizard,LC,stable
rMGLIx,Ophisaurus mimicus,Mimic Glass Lizard,63720,Ophisaurus mimicus,Mimic Glass Lizard,LC,decreasing
rMLSKx,Plestiodon multivirgatus,Many-lined Skink,64234,Plestiodon multivirgatus,Many-lined Skink,LC,stable
rMORAx,Crotalus scutulatus,Mohave Rattlesnake,64332,Crotalus scutulatus,Mojave Rattlesnake,LC,stable
rMOSKx,Plestiodon egregius,Mole Skink,64226,Plestiodon egregius,Mole Skink,LC,decreasing
rMPSLx,Trachemys gaigeae,Mexican Plateau Slider,22024,Trachemys gaigeae,Big Bend Slider,VU,unknown
rMSWAx,Nerodia cyclopion,Mississippi Green Watersnake,63853,Nerodia cyclopion,Mississippi Green Water Snake,LC,stable
rMTSKx,Plestiodon callicephalus,Mountain Skink,64222,Plestiodon callicephalus,Mountain Skink,LC,stable
rNALIx,Elgaria coerulea,Northern Alligator Lizard,63701,Elgaria coerulea,Northern Alligator Lizard,LC,stable
rNARAx,Coluber constrictor,North American Racer,63748,Coluber constrictor,Eastern Racer,LC,stable
rNHGAx,Thamnophis rufipunctatus,Narrow-headed Gartersnake,63990,Thamnophis rufipunctatus,,LC,decreasing
rNMTHx,Leptotyphlops dissectus,New Mexico Threadsnake,64056,Rena dissecta,New Mexico Bland Snake,LC,stable
rNMTUx,Graptemys geographica,Northern Map Turtle,165598,Graptemys geographica,Northern Map Turtle,LC,stable
rNMWHx,Aspidoscelis neomexicana,New Mexico Whiptail,64278,Aspidoscelis neomexicana,New Mexico Whiptail,LC,stable
rNRBCx,Pseudemys rubriventris,Northern Red-bellied Cooter,18460,Pseudemys rubriventris,Northern Redbelly Turtle,NT,unknown
rNRBOx,Charina bottae,Northern Rubber Boa,62228,Charina bottae,Rubber Boa,LC,stable
rNWATx,Nerodia sipedon,Northern Watersnake,62239,Nerodia sipedon,Lake Erie Water Snake,LC,stable
rNWGAx,Thamnophis ordinoides,Northwestern Gartersnake,63985,Thamnophis ordinoides,Northwestern Garter Snake,LC,stable
rOBTUx,Terrapene ornata,Ornate Box Turtle,21644,Terrapene ornata,Ornate Box Turtle,NT,decreasing
rOMTUx,Graptemys ouachitensis,Ouachita Map Turtle,165599,Graptemys ouachitensis,Ouachita Map Turtle,LC,stable
rORSTx,Lepidochelys olivacea,Olive Ridley Sea Turtle,11534,Lepidochelys olivacea,Olive Ridley,VU,decreasing
rORWHx,Aspidoscelis hyperythra,Orange-throated Whiptail,4996,Aspidoscelis hyperythra,Orange-throated Race-runner,LC,decreasing
rOTLIx,Urosaurus ornatus,Ornate Tree Lizard,64174,Urosaurus ornatus,Ornate Tree Lizard,LC,stable
rPALIx,Elgaria panamintina,Panamint Alligator Lizard,40792,Elgaria panamintina,Panamint Alligator Lizard,VU,decreasing
rPASWx,Aspidoscelis pai,Pai Striped Whiptail,64281,Aspidoscelis pai,Pai Striped Whiptail,LC,stable
rPATUx,Chrysemys picta,Painted Turtle,163467,Chrysemys picta,Painted Turtle,LC,stable
rPBHSx,Tantilla nigriceps,Plains Black-headed Snake,63952,Tantilla nigriceps,Plains Black-headed Snake,LC,stable
rPBWAx,Nerodia erythrogaster,Plain-bellied Watersnake,63854,Nerodia erythrogaster,Plain-bellied Watersnake,LC,stable
rPCOOx,Pseudemys peninsularis,Peninsula Cooter,170496,Pseudemys peninsularis,Peninsula Cooter,LC,unknown
rPHNSx,Heterodon nasicus,Plains Hog-nosed Snake,63819,Heterodon nasicus,Western Hog-nosed Snake,LC,stable
rPINEx,Pituophis melanoleucus,Pinesnake,63873,Pituophis melanoleucus,Pine Snake,LC,decreasing
rPLGAx,Thamnophis radix,Plains Gartersnake,63988,Thamnophis radix,Plains Garter Snake,LC,stable
rPLSWx,Aspidoscelis velox,Plateau Striped Whiptail,64292,Aspidoscelis velox,Plateau Striped Whiptail,LC,stable
rPLTGx,Phyllodactylus nocticolus,Peninsular Leaf-toed Gecko,64051,Phyllodactylus xanti,Peninsular Leaf-toed Gecko,LC,stable
rPLWHx,Aspidoscelis scalaris,Plateau Spotted Whiptail,64286,Aspidoscelis septemvittata,Mexican Plateau Spotted Whiptail,LC,stable
rPMTUx,Graptemys gibbonsi,Pascagoula Map Turtle,184436,Graptemys gibbonsi,Pascagoula Map Turtle,EN,decreasing
rPOSLx,Trachemys scripta,Pond Slider,22028,Trachemys scripta,Yellow-bellied Slider Turtle,LC,stable
rPRATx,Sistrurus miliarius,Pygmy Rattlesnake,64347,Sistrurus miliarius,Pygmy Rattlesnake,LC,stable
rPRRAx,Crotalus viridis,Prairie Rattlesnake,64339,Crotalus viridis,Prairie Rattlesnake,LC,stable
rPRSKx,Plestiodon septentrionalis,Prairie Skink,64239,Plestiodon septentrionalis,Northern Prairie Skink,LC,stable
rPSHLx,Phrynosoma douglasii,Pygmy Short-horned Lizard,64075,Phrynosoma douglasii,Pygmy Short-horned Lizard,LC,stable
rPWLIx,Rhadinaea flavilata,Pine Woods Littersnake,63890,Rhadinaea flavilata,Pine Woods Littersnake,LC,stable
rQUEEx,Regina septemvittata,Queensnake,63887,Regina septemvittata,Queen Snake,LC,stable
rRASNx,Farancia erytrogramma,Rainbow Snake,63780,Farancia erytrogramma,Rainbow Snake,LC,stable
rRBGEx,Coleonyx reticulatus,Reticular Banded Gecko,64037,Coleonyx reticulatus,Reticulate Banded Gecko,LC,stable
rRBLIx,Sceloporus variabilis,Rose-bellied Lizard,198414,Sceloporus variabilis,Rose-bellied Lizard,LC,stable
rRBMTx,Sternotherus carinatus,Razor-backed Musk Turtle,170492,Sternotherus carinatus,Razor-backed Musk Turtle,LC,unknown
rRBMUx,Farancia abacura,Red-bellied Mudsnake,63779,Farancia abacura,Red-bellied Mudsnake,LC,stable
rRBSNx,Storeria occipitomaculata,Red-bellied Snake,63930,Storeria occipitomaculata,Red-bellied Snake,LC,stable
rRBSSx,Coniophanes imperialis,Regal Black-striped Snake,63750,Coniophanes imperialis,Black-striped Snake,LC,stable
rRBWHx,Aspidoscelis xanthonota,Red-backed Whiptail,64251,Aspidoscelis burti,Canyon Spotted Whiptail,LC,stable
rRCLIx,Crotaphytus reticulatus,Reticulate Collared Lizard,64012,Crotaphytus reticulatus,Reticulate Collared Lizard,VU,decreasing
rRDRAx,Crotalus ruber,Red Diamond Rattlesnake,64331,Crotalus ruber,Red Diamond Rattlesnake,LC,decreasing
rRECOx,Pantherophis guttatus,Red Cornsnake,63863,Pantherophis guttatus,Red Cornsnake,LC,stable
rREGEx,Sphaerodactylus notatus,Reef Gecko,64052,Sphaerodactylus notatus,Brown-speckled Sphaero,LC,stable
rRFMTx,Kinosternon hirtipes,Rough-footed Mud Turtle,63670,Kinosternon hirtipes,Rough-footed Mud Turtle,LC,decreasing
rRGCOx,Pseudemys gorzugi,Rio Grande Cooter,18459,Pseudemys gorzugi,Rio Grande Cooter,NT,unknown
rRHLIx,Phrynosoma solare,Regal Horned Lizard,64081,Phrynosoma solare,Regal Horned Lizard,LC,stable
rRICOx,Pseudemys concinna,River Cooter,163444,Pseudemys concinna,River Cooter,LC,unknown
rRMTUx,Graptemys oculifera,Ringed Map Turtle,9499,Graptemys oculifera,Ringed Sawback,VU,unknown
