gapSppCode,gapSciName,gapComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,iucnOgn
bPISIx,Carduelis pinus,Pine Siskin,22720359,Spinus pinus,Pine Siskin,LC,stable,Native
bPIWAx,Dendroica pinus,Pine Warbler,22721719,Setophaga pinus,Pine Warbler,LC,increasing,Native
bPIWOx,Dryocopus pileatus,Pileated Woodpecker,22681363,Hylatomus pileatus,Pileated Woodpecker,LC,increasing,Native
bPLCHx,Ortalis vetula,Plain Chachalaca,22678305,Ortalis vetula,Plain Chachalaca,LC,stable,Native
bPLVIx,Vireo plumbeus,Plumbeous Vireo,22705231,Vireo plumbeus,Plumbeous Vireo,LC,increasing,Native
bPRAWx,Dendroica discolor,Prairie Warbler,22721725,Setophaga discolor,Prairie Warbler,LC,decreasing,Native
bPRFAx,Falco mexicanus,Prairie Falcon,22696504,Falco mexicanus,Prairie Falcon,LC,increasing,Native
bPROWx,Protonotaria citrea,Prothonotary Warbler,22721765,Protonotaria citrea,Prothonotary Warbler,LC,decreasing,Native
bPSFLx,Empidonax difficilis,Pacific-slope Flycatcher,22699871,Empidonax difficilis,Pacific-slope Flycatcher,LC,decreasing,Native
bPUFIx,Carpodacus purpureus,Purple Finch,22720553,Haemorhous purpureus,Purple Finch,LC,decreasing,Native
bPUGAx,Porphyrio martinica,Purple Gallinule,22692827,Porphyrio martinicus,Purple Gallinule,LC,decreasing,Native
bPUMAx,Progne subis,Purple Martin,22712098,Progne subis,Purple Martin,LC,stable,Native
bPUSAx,Calidris maritima,Purple Sandpiper,22693420,Calidris maritima,Purple Sandpiper,LC,decreasing,Native
bPYNUx,Sitta pygmaea,Pygmy Nuthatch,22711170,Sitta pygmaea,Pygmy Nuthatch,LC,increasing,Native
bPYRRx,Cardinalis sinuatus,Pyrrhuloxia,22723825,Cardinalis sinuatus,Pyrrhuloxia,LC,decreasing,Native
bRAZOx,Alca torda,Razorbill,22694852,Alca torda,Razorbill,NT,decreasing,Native
bRBGRx,Pheucticus ludovicianus,Rose-breasted Grosbeak,22723813,Pheucticus ludovicianus,Rose-breasted Grosbeak,LC,decreasing,Native
bRBGUx,Larus delawarensis,Ring-billed Gull,22694317,Larus delawarensis,Ring-billed Gull,LC,increasing,Native
bRBMEx,Mergus serrator,Red-breasted Merganser,22680485,Mergus serrator,Red-breasted Merganser,LC,stable,Native
bRBNUx,Sitta canadensis,Red-breasted Nuthatch,22711196,Sitta canadensis,Red-breasted Nuthatch,LC,increasing,Native
bRBPIx,Patagioenas flavirostris,Red-billed Pigeon,22690296,Patagioenas flavirostris,Red-billed Pigeon,LC,decreasing,Native
bRBSAx,Sphyrapicus ruber,Red-breasted Sapsucker,22680874,Sphyrapicus ruber,Red-breasted Sapsucker,LC,decreasing,Native
bRBWOx,Melanerpes carolinus,Red-bellied Woodpecker,22680856,Melanerpes carolinus,Red-bellied Woodpecker,LC,increasing,Native
bRCKIx,Regulus calendula,Ruby-crowned Kinglet,22712567,Regulus calendula,Ruby-crowned Kinglet,LC,increasing,Native
bRCPAx,Amazona viridigenalis,Red-crowned Parrot,22686259,Amazona viridigenalis,Red-crowned Amazon,EN,decreasing,Native
bRCSPx,Aimophila ruficeps,Rufous-crowned Sparrow,22721288,Aimophila ruficeps,Rufous-crowned Sparrow,LC,decreasing,Native
bRCWOx,Picoides borealis,Red-cockaded Woodpecker,22681158,Leuconotopicus borealis,Red-cockaded Woodpecker,NT,decreasing,Native
bRECRx,Loxia curvirostra,Red Crossbill,22720646,Loxia curvirostra,Red Crossbill,LC,stable,Native
bREDHx,Aythya americana,Redhead,22680367,Aythya americana,Redhead,LC,increasing,Native
bREEGx,Egretta rufescens,Reddish Egret,22696916,Egretta rufescens,Reddish Egret,NT,increasing,Native
bREKNx,Calidris canutus,Red Knot,22693363,Calidris canutus,Red Knot,NT,decreasing,Native
bREPHx,Phalaropus fulicarius,Red Phalarope,22693494,Phalaropus fulicarius,Red Phalarope,LC,unknown,Native
bREVIx,Vireo olivaceus,Red-eyed Vireo,22705243,Vireo olivaceus,Red-eyed Vireo,LC,increasing,Native
bRFWAx,Cardellina rubrifrons,Red-faced Warbler,22721885,Cardellina rubrifrons,Red-faced Warbler,LC,decreasing,Native
bRHAUx,Cerorhinca monocerata,Rhinoceros Auklet,22694924,Cerorhinca monocerata,Rhinoceros Auklet,LC,decreasing,Native
bRHWOx,Melanerpes erythrocephalus,Red-headed Woodpecker,22680810,Melanerpes erythrocephalus,Red-headed Woodpecker,LC,decreasing,Native
bRLHAx,Buteo lagopus,Rough-legged Hawk,22695973,Buteo lagopus,Rough-legged Buzzard,LC,stable,Native
bRNDUx,Aythya collaris,Ring-necked Duck,22680370,Aythya collaris,Ring-necked Duck,LC,increasing,Native
bRNEPx,Phasianus colchicus,Ring-necked Pheasant,45100023,Phasianus colchicus,Common Pheasant,LC,decreasing,Introduced
bRNGRx,Podiceps grisegena,Red-necked Grebe,22696599,Podiceps grisegena,Red-necked Grebe,LC,decreasing,Introduced
bRNSAx,Sphyrapicus nuchalis,Red-naped Sapsucker,22680871,Sphyrapicus nuchalis,Red-naped Sapsucker,LC,decreasing,Introduced
bROGOx,Chen rossii,Ross's Goose,22679909,Anser rossii,Ross's Goose,LC,increasing,Native
bROPIx,Columba livia,Rock Pigeon,22690066,Columba livia,Rock Dove,LC,decreasing,Introduced
bROSAx,Calidris ptilocnemis,Rock Sandpiper,22693424,Calidris ptilocnemis,Rock Sandpiper,LC,decreasing,Introduced
bROSPx,Platalea ajaja,Roseate Spoonbill,22697574,Platalea ajaja,Roseate Spoonbill,LC,stable,Native
bROSTx,Sterna dougallii,Roseate Tern,22694601,Sterna dougallii,Roseate Tern,LC,unknown,Native
bROWRx,Salpinctes obsoletus,Rock Wren,22711332,Salpinctes obsoletus,Rock Wren,LC,decreasing,Native
bROYTx,Thalasseus maximus,Royal Tern,22694542,Thalasseus maximus,Royal Tern,LC,stable,Native
bRSHAx,Buteo lineatus,Red-shouldered Hawk,22695883,Buteo lineatus,Red-shouldered Hawk,LC,increasing,Native
bRTBEx,Pachyramphus aglaiae,Rose-throated Becard,22700670,Pachyramphus aglaiae,Rose-throated Becard,LC,stable,Native
bRTHAx,Buteo jamaicensis,Red-tailed Hawk,22695933,Buteo jamaicensis,Red-tailed Hawk,LC,increasing,Native
bRTHUx,Archilochus colubris,Ruby-throated Hummingbird,22688193,Archilochus colubris,Ruby-throated Hummingbird,LC,increasing,Native
bRTLOx,Gavia stellata,Red-throated Loon,22697829,Gavia stellata,Red-throated Loon,LC,decreasing,Native
bRUBLx,Euphagus carolinus,Rusty Blackbird,22724329,Euphagus carolinus,Rusty Blackbird,VU,decreasing,Native
bRUDUx,Oxyura jamaicensis,Ruddy Duck,22727750,Oxyura jamaicensis,Ruddy Duck,LC,decreasing,Native
bRUGRx,Bonasa umbellus,Ruffed Grouse,22679500,Bonasa umbellus,Ruffed Grouse,LC,decreasing,Native
bRUHUx,Selasphorus rufus,Rufous Hummingbird,22688296,Selasphorus rufus,Rufous Hummingbird,NT,decreasing,Native
bRUTUx,Arenaria interpres,Ruddy Turnstone,22693336,Arenaria interpres,Ruddy Turnstone,LC,decreasing,Native
bRWBLx,Agelaius phoeniceus,Red-winged Blackbird,22724191,Agelaius phoeniceus,Red-winged Blackbird,LC,decreasing,Native
bRWSPx,Aimophila carpalis,Rufous-winged Sparrow,22721280,Peucaea carpalis,Rufous-winged Sparrow,LC,stable,Native
bSACRx,Grus canadensis,Sandhill Crane,22692078,Antigone canadensis,Sandhill Crane,LC,increasing,Native
bSAGSx,Amphispiza belli,Sage Sparrow,103780166,Artemisiospiza nevadensis,Sagebrush Sparrow,LC,decreasing,Native
bSANDx,Calidris alba,Sanderling,22693369,Calidris alba,Sanderling,LC,unknown,Native
bSAPHx,Sayornis saya,Say's Phoebe,22699889,Sayornis saya,Say's Phoebe,LC,increasing,Native
bSATEx,Thalasseus sandvicensis,Sandwich Tern,22694591,Thalasseus sandvicensis,Sandwich Tern,LC,stable,Native
bSATHx,Oreoscoptes montanus,Sage Thrasher,22711096,Oreoscoptes montanus,Sage Thrasher,LC,decreasing,Native
bSAVSx,Passerculus sandwichensis,Savannah Sparrow,103780243,Passerculus sandwichensis,Savannah Sparrow,LC,stable,Native
bSBAOx,Icterus pustulatus,Streak-backed Oriole,22724111,Icterus pustulatus,Streak-backed Oriole,LC,stable,Native
bSBDOx,Limnodromus griseus,Short-billed Dowitcher,22693344,Limnodromus griseus,Short-billed Dowitcher,LC,decreasing,Native
bSBFLx,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,22700580,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,LC,stable,Native
bSBORx,Icterus pectoralis,Spot-breasted Oriole,22724105,Icterus pectoralis,Spot-breasted Oriole,LC,decreasing,Native
bSCORx,Icterus parisorum,Scott's Oriole,22724160,Icterus parisorum,Scott's Oriole,LC,increasing,Native
bSCQUx,Callipepla squamata,Scaled Quail,22679594,Callipepla squamata,Scaled Quail,LC,decreasing,Native
bSCTAx,Piranga olivacea,Scarlet Tanager,22722466,Piranga olivacea,Scarlet Tanager,LC,stable,Native
bSEOWx,Asio flammeus,Short-eared Owl,22689531,Asio flammeus,Short-eared Owl,LC,decreasing,Native
bSEPLx,Charadrius semipalmatus,Semipalmated Plover,22693764,Charadrius semipalmatus,Semipalmated Plover,LC,stable,Native
bSESPx,Ammodramus maritimus,Seaside Sparrow,22721123,Ammospiza maritima,Seaside Sparrow,LC,decreasing,Native
bSEWRx,Cistothorus platensis,Sedge Wren,103887005,Cistothorus stellaris,Sedge Wren,LC,increasing,Native
bSHCOx,Molothrus bonariensis,Shiny Cowbird,22724345,Molothrus bonariensis,Shiny Cowbird,LC,increasing,Native
bSMLOx,Calcarius pictus,Smith's Longspur,22721037,Calcarius pictus,Smith's Longspur,LC,stable,Native
bSNBUx,Plectrophenax nivalis,Snow Bunting,22721043,Plectrophenax nivalis,Snow Bunting,LC,decreasing,Native
bSNEGx,Egretta thula,Snowy Egret,22696974,Egretta thula,Snowy Egret,LC,increasing,Native
bSNGOx,Chen caerulescens,Snow Goose,22679896,Anser caerulescens,Snow Goose,LC,increasing,Native
bSNKIx,Rostrhamus sociabilis,Snail Kite,22695048,Rostrhamus sociabilis,Snail Kite,LC,increasing,Native
bSNOWx,Bubo scandiacus,Snowy Owl,22689055,Bubo scandiacus,Snowy Owl,VU,decreasing,Native
bSNPLx,Charadrius nivosus,Snowy Plover,22725033,Charadrius nivosus,Snowy Plover,NT,decreasing,Native
bSOGRx,Dendragapus fuliginosus,Sooty Grouse,22734695,Dendragapus fuliginosus,Sooty Grouse,LC,decreasing,Native
bSORAx,Porzana carolina,Sora,22692684,Porzana carolina,Sora,LC,increasing,Native
bSOSAx,Tringa solitaria,Solitary Sandpiper,22693239,Tringa solitaria,Solitary Sandpiper,LC,decreasing,Native
bSOSPx,Melospiza melodia,Song Sparrow,22721058,Melospiza melodia,Song Sparrow,LC,stable,Native
bSOTEx,Onychoprion fuscatus,Sooty Tern,22694740,Onychoprion fuscatus,Sooty Tern,LC,unknown,Native
bSPDOx,Streptopelia chinensis,Spotted Dove,60482887,Spilopelia chinensis,Eastern Spotted Dove,LC,increasing,Introduced
bSPGRx,Falcipennis canadensis,Spruce Grouse,61204079,Falcipennis canadensis,Spruce Grouse,LC,stable,Native
bSPOWx,Strix occidentalis,Spotted Owl,22689089,Strix occidentalis,Spotted Owl,NT,decreasing,Native
bSPPIx,Anthus spragueii,Sprague's Pipit,22718591,Anthus spragueii,Sprague's Pipit,VU,decreasing,Native
bSPSAx,Actitis macularius,Spotted Sandpiper,22693277,Actitis macularius,Spotted Sandpiper,LC,decreasing,Native
bSPTOx,Pipilo maculatus,Spotted Towhee,103772680,Pipilo maculatus,Spotted Towhee,LC,stable,Native
bSSHAx,Accipiter striatus,Sharp-shinned Hawk,22734130,Accipiter striatus,Sharp-shinned Hawk,LC,increasing,Native
bSSTSx,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,22721129,Ammospiza caudacuta,Saltmarsh Sparrow,EN,decreasing,Native
bSTFLx,Tyrannus forficatus,Scissor-tailed Flycatcher,22700500,Tyrannus forficatus,Scissor-tailed Flycatcher,LC,decreasing,Native
bSTGRx,Tympanuchus phasianellus,Sharp-tailed Grouse,22679511,Tympanuchus phasianellus,Sharp-tailed Grouse,LC,decreasing,Native
bSTHAx,Buteo brachyurus,Short-tailed Hawk,22695897,Buteo brachyurus,Short-tailed Hawk,LC,increasing,Native
bSTJAx,Cyanocitta stelleri,Steller's Jay,22705614,Cyanocitta stelleri,Steller's Jay,LC,increasing,Native
bSTKIx,Elanoides forficatus,Swallow-tailed Kite,22695017,Elanoides forficatus,Swallow-tailed Kite,LC,increasing,Native
bSTSAx,Calidris himantopus,Stilt Sandpiper,22693437,Calidris himantopus,Stilt Sandpiper,LC,increasing,Native
bSURFx,Aphriza virgata,Surfbird,22693356,Calidris virgata,Surfbird,LC,decreasing,Native
bSUSCx,Melanitta perspicillata,Surf Scoter,22680441,Melanitta perspicillata,Surf Scoter,LC,decreasing,Native
bSUTAx,Piranga rubra,Summer Tanager,22722456,Piranga rubra,Summer Tanager,LC,stable,Native
bSWHAx,Buteo swainsoni,Swainson's Hawk,22695903,Buteo swainsoni,Swainson's Hawk,LC,stable,Native
bSWSPx,Melospiza georgiana,Swamp Sparrow,22721070,Melospiza georgiana,Swamp Sparrow,LC,increasing,Native
bSWTHx,Catharus ustulatus,Swainson's Thrush,103881981,Catharus swainsoni,Swainson's Thrush,LC,unknown,Native
bSWWAx,Limnothlypis swainsonii,Swainson's Warbler,22721776,Limnothlypis swainsonii,Swainson's Warbler,LC,increasing,Native
bTACRx,Corvus imparatus,Tamaulipas Crow,22705996,Corvus imparatus,Tamaulipas Crow,LC,stable,Native
bTBKIx,Tyrannus crassirostris,Thick-billed Kingbird,22700494,Tyrannus crassirostris,Thick-billed Kingbird,LC,increasing,Native
bTBMUx,Uria lomvia,Thick-billed Murre,22694847,Uria lomvia,Thick-billed Murre,LC,increasing,Native
bTEWAx,Vermivora peregrina,Tennessee Warbler,22721621,Leiothlypis peregrina,Tennessee Warbler,LC,stable,Native
bTHGUx,Larus thayeri,Thayer's Gull,22729877,Larus glaucoides,Iceland Gull,LC,stable,Native
bTOSOx,Myadestes townsendi,Townsend's Solitaire,22708587,Myadestes townsendi,Townsend's Solitaire,LC,increasing,Native
bTOWAx,Dendroica townsendi,Townsend's Warbler,22721683,Setophaga townsendi,Townsend's Warbler,LC,stable,Native
bTRBLx,Agelaius tricolor,Tricolored Blackbird,22724196,Agelaius tricolor,Tricolored Blackbird,EN,decreasing,Native
bTRESx,Tachycineta bicolor,Tree Swallow,22712057,Tachycineta bicolor,Tree Swallow,LC,stable,Native
bTRHEx,Egretta tricolor,Tricolored Heron,22696931,Egretta tricolor,Tricolored Heron,LC,stable,Native
bTRKIx,Tyrannus melancholicus,Tropical Kingbird,22700485,Tyrannus melancholicus,Tropical Kingbird,LC,increasing,Native
bTRPAx,Parula pitiayumi,Tropical Parula,103798640,Setophaga pitiayumi,Tropical Parula,LC,increasing,Native
bTRUSx,Cygnus buccinator,Trumpeter Swan,22679859,Cygnus buccinator,Trumpeter Swan,LC,increasing,Native
bTUPUx,Fratercula cirrhata,Tufted Puffin,22694934,Fratercula cirrhata,Tufted Puffin,LC,decreasing,Native
bTUTIx,Baeolophus bicolor,Tufted Titmouse,22711983,Baeolophus bicolor,Tufted Titmouse,LC,increasing,Native
bTUVUx,Cathartes aura,Turkey Vulture,22697627,Cathartes aura,Turkey Vulture,LC,stable,Native
bUPSAx,Bartramia longicauda,Upland Sandpiper,22693203,Bartramia longicauda,Upland Sandpiper,LC,increasing,Native
bVABUx,Passerina versicolor,Varied Bunting,22723954,Passerina versicolor,Varied Bunting,LC,stable,Native
bVASWx,Chaetura vauxi,Vaux's Swift,22733935,Chaetura vauxi,Vaux's Swift,LC,increasing,Native
bVATHx,Ixoreus naevius,Varied Thrush,22708385,Ixoreus naevius,Varied Thrush,LC,decreasing,Native
bVCHUx,Amazilia violiceps,Violet-crowned Hummingbird,22687624,Amazilia violiceps,Violet-crowned Hummingbird,LC,unknown,Native
bVEERx,Catharus fuscescens,Veery,22708655,Catharus fuscescens,Veery,LC,decreasing,Native
bVEFLx,Pyrocephalus rubinus,Vermilion Flycatcher,103682912,Pyrocephalus rubinus,Common Vermilion Flycatcher,LC,decreasing,Native
bVERDx,Auriparus flaviceps,Verdin,22711568,Auriparus flaviceps,Verdin,LC,stable,Native
bVESPx,Pooecetes gramineus,Vesper Sparrow,22721188,Pooecetes gramineus,Vesper Sparrow,LC,decreasing,Native
bVGSWx,Tachycineta thalassina,Violet-green Swallow,22712077,Tachycineta thalassina,Violet-green Swallow,LC,increasing,Native
bVIRAx,Rallus limicola,Virginia Rail,22692479,Rallus limicola,Virginia Rail,LC,increasing,Native
bVIWAx,Vermivora virginiae,Virginia's Warbler,22721630,Leiothlypis virginiae,Virginia's Warbler,LC,decreasing,Native
bWATAx,Tringa incana,Wandering Tattler,22693305,Tringa incana,Wandering Tattler,LC,stable,Native
bWAVIx,Vireo gilvus,Warbling Vireo,22735122,Vireo gilvus,Warbling Vireo,LC,increasing,Native
bWBNUx,Sitta carolinensis,White-breasted Nuthatch,22711202,Sitta carolinensis,White-breasted Nuthatch,LC,increasing,Native
bWCPIx,Patagioenas leucocephala,White-crowned Pigeon,22690229,Patagioenas leucocephala,White-crowned Pigeon,NT,decreasing,Native
bWCSEx,Sporophila torqueola,White-collared Seedeater,22731776,Sporophila morelleti,White-collared Seedeater,LC,increasing,Native
bWEBLx,Sialia mexicana,Western Bluebird,22708553,Sialia mexicana,Western Bluebird,LC,increasing,Native
bWEGRx,Aechmophorus occidentalis,Western Grebe,22696631,Aechmophorus occidentalis,Western Grebe,LC,decreasing,Native
bWEGUx,Larus occidentalis,Western Gull,22694337,Larus occidentalis,Western Gull,LC,increasing,Native
bWEKIx,Tyrannus verticalis,Western Kingbird,22700497,Tyrannus verticalis,Western Kingbird,LC,increasing,Native
bWEMEx,Sturnella neglecta,Western Meadowlark,22724256,Sturnella neglecta,Western Meadowlark,LC,decreasing,Native
bWESAx,Calidris mauri,Western Sandpiper,22693376,Calidris mauri,Western Sandpiper,LC,decreasing,Native
bWESJx,Aphelocoma californica,Western Scrub-jay,103727785,Aphelocoma californica,Western Scrub-jay,LC,stable,Native
bWESOx,Megascops kennicottii,Western Screech-owl,22688747,Megascops kennicottii,Western Screech-owl,LC,decreasing,Native
bWETAx,Piranga ludoviciana,Western Tanager,22722471,Piranga ludoviciana,Western Tanager,LC,increasing,Native
bWEVIx,Vireo griseus,White-eyed Vireo,22705188,Vireo griseus,White-eyed Vireo,LC,increasing,Native
bWEWAx,Helmitheros vermivorum,Worm-eating Warbler,22721768,Helmitheros vermivorum,Worm-eating Warbler,LC,increasing,Native
bWEWPx,Contopus sordidulus,Western Wood-pewee,22699811,Contopus sordidulus,Western Wood-pewee,LC,decreasing,Native
bWFIBx,Plegadis chihi,White-faced Ibis,22697426,Plegadis chihi,White-faced Ibis,LC,increasing,Native
bWHCRx,Grus americana,Whooping Crane,22692156,Grus americana,Whooping Crane,EN,increasing,Native
bWHIBx,Eudocimus albus,White Ibis,22697411,Eudocimus albus,White Ibis,LC,stable,Native
bWHIMx,Numenius phaeopus,Whimbrel,22693178,Numenius phaeopus,Whimbrel,LC,decreasing,Native
bWHSOx,Megascops trichopsis,Whiskered Screech-owl,22688766,Megascops trichopsis,Whiskered Screech-owl,LC,increasing,Native
bWHSWx,Cygnus columbianus,Tundra Swan,22679862,Cygnus columbianus,Tundra Swan,LC,unknown,Native
bWHWOx,Picoides albolarvatus,White-headed Woodpecker,22681169,Leuconotopicus albolarvatus,White-headed Woodpecker,LC,stable,Native
bWIFLx,Empidonax traillii,Willow Flycatcher,22699848,Empidonax traillii,Willow Flycatcher,LC,decreasing,Native
bWILLx,Tringa semipalmata,Willet,22693319,Tringa semipalmata,Willet,LC,stable,Native
bWIPHx,Phalaropus tricolor,Wilson's Phalarope,22693472,Steganopus tricolor,Wilson's Phalarope,LC,increasing,Native
bWIPLx,Charadrius wilsonia,Wilson's Plover,22693774,Charadrius wilsonia,Wilson's Plover,LC,decreasing,Native
bWISAx,Sphyrapicus thyroideus,Williamson's Sapsucker,22680877,Sphyrapicus thyroideus,Williamson's Sapsucker,LC,stable,Native
bWISNx,Gallinago delicata,Wilson's Snipe,22729867,Gallinago delicata,Wilson's Snipe,LC,decreasing,Native
bWITUx,Meleagris gallopavo,Wild Turkey,22679525,Meleagris gallopavo,Wild Turkey,LC,increasing,Native
bWIWAx,Wilsonia pusilla,Wilson's Warbler,22721879,Cardellina pusilla,Wilson's Warbler,LC,decreasing,Native
bWIWRx,Troglodytes troglodytes,Winter Wren,103885731,Troglodytes hiemalis,Winter Wren,LC,unknown,Native
bWODUx,Aix sponsa,Wood Duck,22680104,Aix sponsa,Wood Duck,LC,increasing,Native
bWOSTx,Mycteria americana,Wood Stork,22697648,Mycteria americana,Wood Stork,LC,decreasing,Native
bWOTHx,Hylocichla mustelina,Wood Thrush,22708670,Hylocichla mustelina,Wood Thrush,NT,decreasing,Native
bWPWIx,Caprimulgus vociferus,Whip-poor-will,22736393,Antrostomus vociferus,Eastern Whip-poor-will,NT,decreasing,Native
bWRENx,Chamaea fasciata,Wrentit,22716861,Chamaea fasciata,Wrentit,LC,stable,Native
bWTDOx,Leptotila verreauxi,White-tipped Dove,22690854,Leptotila verreauxi,White-tipped Dove,LC,increasing,Native
bWTHAx,Buteo albicaudatus,White-tailed Hawk,22695906,Geranoaetus albicaudatus,White-tailed Hawk,LC,increasing,Native
bWTKIx,Elanus leucurus,White-tailed Kite,22695036,Elanus leucurus,White-tailed Kite,LC,increasing,Native
bWTPTx,Lagopus leucura,White-tailed Ptarmigan,22679473,Lagopus leucura,White-tailed Ptarmigan,LC,decreasing,Native
bWTSPx,Zonotrichia albicollis,White-throated Sparrow,22721085,Zonotrichia albicollis,White-throated Sparrow,LC,stable,Native
bWTSWx,Aeronautes saxatalis,White-throated Swift,22686733,Aeronautes saxatalis,White-throated Swift,LC,decreasing,Native
bWWCRx,Loxia leucoptera,White-winged Crossbill,22728944,Loxia leucoptera,Two-barred Crossbill,LC,decreasing,Native
bWWDOx,Zenaida asiatica,White-winged Dove,22733956,Zenaida asiatica,White-winged Dove,LC,increasing,Native
bWWSCx,Melanitta fusca,White-winged Scoter,22734194,Melanitta deglandi,White-winged Scoter,LC,decreasing,Native
bXAMUx,Synthliboramphus hypoleucus,Xantus's Murrelet,62101215,Synthliboramphus hypoleucus,Guadalupe Murrelet,EN,decreasing,Native
bYBCHx,Icteria virens,Yellow-breasted Chat,22722057,Icteria virens,Yellow-breasted Chat,LC,stable,Native
bYBCUx,Coccyzus americanus,Yellow-billed Cuckoo,22684331,Coccyzus americanus,Yellow-billed Cuckoo,LC,decreasing,Native
bYBFLx,Empidonax flaviventris,Yellow-bellied Flycatcher,22699839,Empidonax flaviventris,Yellow-bellied Flycatcher,LC,increasing,Native
bYBMAx,Pica nuttalli,Yellow-billed Magpie,22705874,Pica nutalli,Yellow-billed Magpie,VU,stable,Native
bYBSAx,Sphyrapicus varius,Yellow-bellied Sapsucker,22680868,Sphyrapicus varius,Yellow-bellied Sapsucker,LC,decreasing,Native
bYCNHx,Nyctanassa violacea,Yellow-crowned Night-heron,22697203,Nyctanassa violacea,Yellow-crowned Night-heron,LC,stable,Native
bYEJUx,Junco phaeonotus,Yellow-eyed Junco,103778667,Junco phaeonotus,Yellow-eyed Junco,LC,decreasing,Native
bYERAx,Coturnicops noveboracensis,Yellow Rail,22692275,Coturnicops noveboracensis,Yellow Rail,LC,stable,Native
bYFGUx,Larus livens,Yellow-footed Gull,22694340,Larus livens,Yellow-footed Gull,LC,stable,Native
bYGVIx,Vireo flavoviridis,Yellow-green Vireo,22705248,Vireo flavoviridis,Yellow-green Vireo,LC,stable,Native
bYHBLx,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,22724169,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,LC,increasing,Native
bYRWAx,Dendroica coronata,Yellow-rumped Warbler,103798425,Setophaga coronata,Myrtle Warbler,LC,unknown,Native
bYTVIx,Vireo flavifrons,Yellow-throated Vireo,22705237,Vireo flavifrons,Yellow-throated Vireo,LC,increasing,Native
bYTWAx,Dendroica dominica,Yellow-throated Warbler,22724793,Setophaga dominica,Yellow-throated Warbler,LC,increasing,Native
bYWARx,Dendroica petechia,Yellow Warbler,22721657,Setophaga petechia,American Yellow Warbler,LC,stable,Native
bZTHAx,Buteo albonotatus,Zone-tailed Hawk,22695926,Buteo albonotatus,Zone-tailed Hawk,LC,increasing,Native
mABBEx,Ursus americanus,American Black Bear,41687,Ursus americanus,American Black Bear,LC,increasing,Native
mABEBx,Idionycteris phyllotis,Allen's Big-eared Bat,10790,Idionycteris phyllotis,Allen's Big-eared Bat,LC,stable,Native
mABSQx,Sciurus aberti,Abert's Squirrel,42461,Sciurus aberti,Abert's Squirrel,LC,stable,Native
mACRAx,Sigmodon arizonae,Arizona Cotton Rat,20211,Sigmodon arizonae,Arizona Cotton Rat,LC,unknown,Native
mACSHx,Sorex arcticus,Arctic Shrew,41385,Sorex arcticus,Arctic Shrew,LC,stable,Native
mAGSQx,Sciurus arizonensis,Arizona Gray Squirrel,20005,Sciurus arizonensis,Arizona Gray Squirrel,DD,unknown,Native
mAHNSx,Conepatus leuconotus,American Hog-nosed Skunk,41632,Conepatus leuconotus,American Hog-nosed Skunk,LC,decreasing,Native
mAKRAx,Dipodomys agilis,Agile Kangaroo Rat,6684,Dipodomys agilis,Agile Kangaroo Rat,LC,decreasing,Native
mALCHx,Tamias alpinus,Alpine Chipmunk,42568,Neotamias alpinus,Alpine Chipmunk,LC,stable,Native
mALWOx,Neotoma magister,Allegheny Woodrat,14581,Neotoma magister,Allegheny Woodrat,NT,decreasing,Native
mAMBAx,Taxidea taxus,American Badger,41663,Taxidea taxus,American Badger,LC,decreasing,Native
mAMBEx,Castor canadensis,American Beaver,4003,Castor canadensis,American Beaver,LC,stable,Native
mAMMAx,Martes americana,American Marten,41648,Martes americana,American Marten,LC,decreasing,Native
mAMMIx,Neovison vison,American Mink,41661,Neovison vison,American Mink,LC,stable,Native
mANJAx,Lepus alleni,Antelope Jackrabbit,41272,Lepus alleni,Antelope Jackrabbit,LC,stable,Native
mAPCOx,Sylvilagus obscurus,Appalachian Cottontail,41301,Sylvilagus obscurus,Appalachian Cottontail,NT,decreasing,Native
mAPGOx,Geomys attwateri,Attwater's Pocket Gopher,136380,Geomys attwateri,Attwater's Pocket Gopher,LC,stable,Native
mAPMOx,Perognathus amplus,Arizona Pocket Mouse,16633,Perognathus amplus,Arizona Pocket Mouse,LC,stable,Native
mAPSHx,Sorex hoyi,American Pygmy Shrew,41400,Sorex hoyi,American Pygmy Shrew,LC,stable,Native
mARMYx,Myotis occultus,Arizona Myotis,136650,Myotis occultus,Arizona Myotis,LC,stable,Native
mARSHx,Sorex arizonae,Arizona Shrew,20396,Sorex arizonae,Arizona Shrew,LC,unknown,Native
mAWSHx,Sorex palustris,American Water Shrew,41410,Sorex palustris,American Water Shrew,LC,stable,Native
mAZWOx,Neotoma devia,Arizona Woodrat,14586,Neotoma devia,Arizona Woodrat,LC,stable,Native
mBASHx,Ammotragus lervia,Barbary Sheep,1151,Ammotragus lervia,Aoudad,VU,decreasing,Introduced
mBBBAx,Eptesicus fuscus,Big Brown Bat,7928,Eptesicus fuscus,Big Brown Bat,LC,increasing,Native
mBCPMx,Chaetodipus rudinoris,Baja California Pocket Mouse,136837,Chaetodipus rudinoris,Baja Pocket Mouse,LC,stable,Native
